City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Weather Description
260,Sakakah,29.9697,40.2064,64.4,24,99,6.91,SA,2021-03-14 22:45:30,overcast clouds
261,Safranbolu,41.2508,32.6942,45.16,75,87,1.61,TR,2021-03-14 22:45:30,overcast clouds
262,Guarapari,-20.6667,-40.4975,80.6,69,75,5.75,BR,2021-03-14 22:45:31,broken clouds
263,Lixourion,38.2019,20.4314,55.89,85,14,9.95,GR,2021-03-14 22:45:31,few clouds
264,Luanda,-8.8368,13.2343,82.4,78,75,6.91,AO,2021-03-14 22:45:32,broken clouds
265,Kinel-Cherkassy,53.4706,51.4743,6.84,83,63,10.22,RU,2021-03-14 22:45:32,light snow
266,Copalillo,18.0333,-99.1167,98.01,20,0,1.99,MX,2021-03-14 22:45:32,clear sky
267,Altea,38.5989,-0.0514,57.99,78,0,3.0,ES,2021-03-14 22:45:33,clear sky
268,College,64.8569,-147.8028,18.0,48,20,3.44,US,2021-03-14 22:38:02,few clouds
269,Matiri,-10.75,34.9,61.21,91,95,1.92,TZ,2021-03-14 22:41:08,overcast clouds
270,Mitsamiouli,-11.3847,43.2844,81.97,73,100,4.07,KM,2021-03-14 22:45:34,overcast clouds
271,Yerbogachen,61.2767,108.0108,-5.49,95,89,9.46,RU,2021-03-14 22:45:34,overcast clouds
272,Skawina,49.9752,19.8287,39.0,86,20,5.75,PL,2021-03-14 22:45:35,few clouds
273,Menuma,36.2167,139.3833,46.4,42,1,4.61,JP,2021-03-14 22:45:35,clear sky
274,Dana Point,33.467,-117.6981,60.01,65,63,4.0,US,2021-03-14 22:45:34,broken clouds
275,Stege,54.987,12.2846,39.99,87,39,4.0,DK,2021-03-14 22:45:36,scattered clouds
276,Samarinda,-0.5,117.15,74.89,88,82,1.74,ID,2021-03-14 22:45:36,broken clouds
277,Malindi,-3.2175,40.1191,77.74,82,1,8.28,KE,2021-03-14 22:45:37,clear sky
278,Hervey Bay,-25.2986,152.8535,80.01,82,43,3.0,AU,2021-03-14 22:45:37,scattered clouds
279,Lasa,46.6166,10.7002,44.6,36,0,5.75,IT,2021-03-14 22:45:37,clear sky
280,Obigarm,38.7173,69.7088,33.64,76,100,6.4,TJ,2021-03-14 22:45:38,overcast clouds
281,Elliot Lake,46.3834,-82.6331,30.2,31,1,16.11,CA,2021-03-14 22:45:38,clear sky
282,Cayenne,4.9333,-52.3333,75.99,94,75,2.3,GF,2021-03-14 22:45:38,broken clouds
283,Tuxpan,19.55,-103.4,82.4,57,1,10.54,MX,2021-03-14 22:45:14,clear sky
284,Esterhazy,50.65,-102.0843,44.6,42,1,18.41,CA,2021-03-14 22:45:39,clear sky
285,Nancha,47.1333,129.2667,32.7,81,76,5.66,CN,2021-03-14 22:45:40,broken clouds
286,Pokhara,28.2333,83.9833,62.89,37,0,5.14,NP,2021-03-14 22:45:40,clear sky
287,Staryy Nadym,65.6118,72.6842,10.96,96,96,6.46,RU,2021-03-14 22:45:40,overcast clouds
288,Kuryk,43.2,51.65,33.26,47,76,12.93,KZ,2021-03-14 22:41:16,broken clouds
289,Shellbrook,53.2168,-106.4011,41.0,65,40,14.97,CA,2021-03-14 22:45:41,scattered clouds
290,Ntcheu,-14.8203,34.6359,61.68,91,90,2.84,MW,2021-03-14 22:45:42,light rain
291,Balezino,57.9796,53.0106,18.91,94,100,11.41,RU,2021-03-14 22:45:42,light snow
292,Ponta Do Sol,32.6667,-17.1,57.0,65,100,1.99,PT,2021-03-14 22:36:30,overcast clouds
293,Nishihara,26.1842,127.7558,64.4,72,20,4.61,JP,2021-03-14 22:45:43,few clouds
294,Manokwari,-0.8667,134.0833,80.04,72,72,2.59,ID,2021-03-14 22:37:18,broken clouds
295,Kerrville,30.0474,-99.1403,73.4,6,1,12.66,US,2021-03-14 22:45:43,clear sky
296,Lahat,-3.8,103.5333,72.03,96,84,1.14,ID,2021-03-14 22:41:18,broken clouds
297,Wanning,18.8003,110.3967,71.13,88,35,5.59,CN,2021-03-14 22:45:44,scattered clouds
298,Upata,8.0086,-62.3989,75.0,89,72,5.01,VE,2021-03-14 22:45:45,broken clouds
299,Zhigansk,66.7697,123.3711,-23.57,85,65,10.71,RU,2021-03-14 22:43:41,broken clouds
300,Asfi,32.2994,-9.2372,59.4,76,100,16.11,MA,2021-03-14 22:38:04,overcast clouds
301,Dale,38.1689,-86.99,55.4,43,90,10.36,US,2021-03-14 22:45:45,overcast clouds
302,Ekhabi,53.5102,142.9671,33.13,85,45,6.93,RU,2021-03-14 22:45:46,scattered clouds
303,Abu Zabad,12.35,29.25,78.84,12,37,10.54,SD,2021-03-14 22:45:46,scattered clouds
304,Oyem,1.5995,11.5793,68.61,97,95,4.92,GA,2021-03-14 22:45:47,light rain
305,Chapais,49.7834,-74.8492,-0.4,60,90,14.97,CA,2021-03-14 22:45:47,overcast clouds
306,Gizo,-8.103,156.8419,83.66,70,47,6.96,SB,2021-03-14 22:45:47,light rain
307,Alofi,-19.0595,-169.9187,84.2,74,75,8.05,NU,2021-03-14 22:45:48,broken clouds
308,Payo,-3.7508,103.6372,72.07,97,82,0.65,ID,2021-03-14 22:45:48,broken clouds
309,Carndonagh,55.25,-7.2667,44.55,90,65,15.3,IE,2021-03-14 22:45:49,broken clouds
310,Chokurdakh,70.6333,147.9167,-18.9,91,0,5.17,RU,2021-03-14 22:36:36,clear sky
311,Voyvozh,62.892,54.9635,18.09,93,100,8.68,RU,2021-03-14 22:45:49,light snow
312,Saint-Augustin,51.226,-58.6502,12.27,84,100,13.58,CA,2021-03-14 22:43:09,overcast clouds
313,Izhma,65.0083,53.9113,21.67,95,100,8.81,RU,2021-03-14 22:45:50,light snow
314,Yalutorovsk,56.6536,66.3006,8.51,91,3,9.24,RU,2021-03-14 22:45:50,clear sky
315,Yanam,16.7333,82.2167,68.61,94,4,1.95,IN,2021-03-14 22:45:51,clear sky
316,Geraldton,-28.7667,114.6,75.2,29,1,20.71,AU,2021-03-14 22:36:58,clear sky
317,Ulladulla,-35.35,150.4667,59.0,55,0,5.75,AU,2021-03-14 22:45:51,clear sky
318,Ola,59.5833,151.2833,5.86,83,61,0.96,RU,2021-03-14 22:45:51,broken clouds
319,Port Blair,11.6667,92.75,78.93,76,52,6.51,IN,2021-03-14 22:37:42,broken clouds
320,Rocha,-34.4833,-54.3333,61.2,85,0,4.45,UY,2021-03-14 22:37:41,clear sky
321,Mizdah,31.4451,12.9801,52.88,60,26,2.62,LY,2021-03-14 22:45:52,scattered clouds
322,Amherstburg,42.1168,-83.0499,37.4,48,1,11.5,CA,2021-03-14 22:45:53,clear sky
323,Hamilton,39.1834,-84.5333,55.4,41,1,5.75,US,2021-03-14 22:35:48,clear sky
324,Port Hawkesbury,45.6169,-61.3485,19.99,79,90,4.61,CA,2021-03-14 22:45:53,light snow
325,Henties Bay,-22.116,14.2845,63.0,94,0,1.99,NA,2021-03-14 22:36:29,clear sky
326,Faanui,-16.4833,-151.75,83.07,73,99,13.27,PF,2021-03-14 22:36:06,overcast clouds
327,Bud,39.447,-86.1758,53.01,57,100,7.54,US,2021-03-14 22:41:15,overcast clouds
328,Kenai,60.5544,-151.2583,19.4,79,90,11.5,US,2021-03-14 22:35:16,light snow
329,Kaitangata,-46.2817,169.8464,63.0,60,100,5.03,NZ,2021-03-14 22:36:09,moderate rain
330,Barra Do Corda,-5.5,-45.25,74.66,94,100,2.48,BR,2021-03-14 22:45:54,heavy intensity rain
331,Kamenka,51.3223,42.7678,28.0,87,79,1.99,RU,2021-03-14 22:45:55,broken clouds
332,Nanakuli,21.3906,-158.1547,77.0,69,1,9.22,US,2021-03-14 22:45:55,light rain
333,Revda,56.801,59.9303,12.2,62,0,8.95,RU,2021-03-14 22:45:56,clear sky
334,Waingapu,-9.6567,120.2641,79.38,81,92,1.95,ID,2021-03-14 22:45:56,overcast clouds
335,Maragogi,-9.0122,-35.2225,78.57,72,100,7.43,BR,2021-03-14 22:41:44,overcast clouds
336,Narsaq,60.9167,-46.05,37.4,44,75,29.93,GL,2021-03-14 22:37:28,broken clouds
337,Salalah,17.0151,54.0924,73.4,56,0,4.61,OM,2021-03-14 22:37:34,clear sky
338,Vire,48.9167,-0.8333,46.4,87,90,17.27,FR,2021-03-14 22:45:57,overcast clouds
339,Palana,59.1167,159.9667,17.85,91,100,3.36,RU,2021-03-14 22:45:57,light snow
340,Panacan,9.2463,118.4082,75.2,94,20,4.61,PH,2021-03-14 22:45:58,few clouds
341,Seoul,37.5683,126.9778,39.2,93,90,1.14,KR,2021-03-14 22:33:22,fog
342,Paamiut,61.994,-49.6678,28.2,78,91,7.52,GL,2021-03-14 22:36:12,overcast clouds
343,Skjervoy,70.0311,20.9714,35.01,85,100,7.9,NO,2021-03-14 22:37:02,overcast clouds
344,Daru,-9.0763,143.2092,80.08,85,76,6.04,PG,2021-03-14 22:45:59,broken clouds
345,Eyl,7.9803,49.8164,76.23,82,100,14.29,SO,2021-03-14 22:45:59,overcast clouds
346,Wageningen,51.9667,5.6667,44.01,93,75,6.91,NL,2021-03-14 22:45:59,broken clouds
347,Beringovskiy,63.05,179.3167,11.89,86,98,9.19,RU,2021-03-14 22:37:03,overcast clouds
348,Ramanagaram,12.7167,77.3,66.2,68,1,5.12,IN,2021-03-14 22:46:00,clear sky
349,Havre-Saint-Pierre,50.2334,-63.5986,12.2,40,40,10.36,CA,2021-03-14 22:36:19,scattered clouds
350,Singaraja,-8.112,115.0882,79.02,80,39,3.65,ID,2021-03-14 22:46:01,scattered clouds
351,Vila Velha,-20.3297,-40.2925,80.6,69,75,5.75,BR,2021-03-14 22:46:01,broken clouds
352,Opoczno,51.3757,20.2783,32.0,10,77,55.99,PL,2021-03-14 22:46:01,broken clouds
353,Marzuq,14.4,46.4667,59.22,55,0,2.26,YE,2021-03-14 22:37:53,clear sky
354,Roald,62.5833,6.1333,37.4,81,0,11.5,NO,2021-03-14 22:41:12,clear sky
355,Colares,38.7992,-9.4469,55.99,83,70,15.01,PT,2021-03-14 22:46:02,broken clouds
356,Udachnyy,66.4167,112.4,-23.55,89,83,9.66,RU,2021-03-14 22:46:02,broken clouds
357,Alice Springs,-23.7,133.8833,59.0,94,90,8.05,AU,2021-03-14 22:44:59,overcast clouds
358,Ratchaburi,13.5833,99.5333,74.62,73,0,2.26,TH,2021-03-14 22:46:03,clear sky
359,Porangatu,-13.4408,-49.1486,73.78,82,3,0.4,BR,2021-03-14 22:46:03,clear sky
360,El Dorado,38.7666,-120.5177,46.99,73,100,4.0,US,2021-03-14 22:46:04,overcast clouds
361,Vallenar,-28.5708,-70.7581,68.38,62,0,5.59,CL,2021-03-14 22:46:04,clear sky
362,Xichang,27.8964,102.2634,51.06,81,1,1.32,CN,2021-03-14 22:46:05,clear sky
363,Barnbach,47.0333,15.85,37.99,75,100,3.44,AT,2021-03-14 22:46:05,overcast clouds
364,Qui Nhon,13.7667,109.2333,71.19,89,71,6.4,VN,2021-03-14 22:46:06,broken clouds
365,Severo-Kurilsk,50.6789,156.125,33.57,77,0,4.36,RU,2021-03-14 22:35:51,clear sky
366,Rawson,-43.3002,-65.1023,64.6,63,77,19.17,AR,2021-03-14 22:36:28,broken clouds
367,Hofn,64.2539,-15.2082,34.34,87,98,7.31,IS,2021-03-14 22:38:18,overcast clouds
368,Alice Town,25.7167,-79.3,73.45,66,0,5.48,BS,2021-03-14 22:46:07,clear sky
369,Northam,51.0333,-4.2167,48.99,91,85,11.99,GB,2021-03-14 22:46:07,overcast clouds
370,Calabozo,8.9242,-67.4293,87.67,45,84,7.63,VE,2021-03-14 22:42:32,broken clouds
371,Buchanan,5.8808,-10.0467,78.8,94,75,6.06,LR,2021-03-14 22:46:08,broken clouds
372,Almenara,-16.1836,-40.6944,72.52,87,86,2.35,BR,2021-03-14 22:46:08,overcast clouds
373,Tacuarembo,-31.7333,-55.9833,69.75,43,0,10.6,UY,2021-03-14 22:42:05,clear sky
374,Betioky,-23.7167,44.3833,72.59,72,0,7.94,MG,2021-03-14 22:46:09,clear sky
375,Ailigandi,9.2333,-78.0167,78.82,78,26,11.92,PA,2021-03-14 22:46:09,scattered clouds
376,San Juan,-31.5375,-68.5364,81.27,44,44,12.06,AR,2021-03-14 22:44:35,scattered clouds
377,Akyab,20.15,92.9,70.48,53,3,6.62,MM,2021-03-14 22:46:10,clear sky
378,San Jose,37.3394,-121.895,61.0,54,90,10.36,US,2021-03-14 22:44:19,overcast clouds
379,Nador,35.174,-2.9287,57.2,82,0,2.59,MA,2021-03-14 22:46:10,clear sky
380,Roma,43.2128,-75.4557,28.4,40,90,20.71,US,2021-03-14 22:44:06,overcast clouds
381,Marshall,34.3834,-86.3333,77.0,38,40,6.91,US,2021-03-14 22:46:11,scattered clouds
382,Syracuse,37.0881,15.2792,54.0,66,0,10.36,IT,2021-03-14 22:46:11,clear sky
383,Longyearbyen,78.2186,15.6401,-2.2,65,20,10.36,SJ,2021-03-14 22:46:12,few clouds
384,Sergeyevka,53.88,67.4158,-0.11,84,3,9.04,KZ,2021-03-14 22:46:12,clear sky
385,Tessalit,20.1986,1.0114,70.9,25,0,8.1,ML,2021-03-14 22:46:12,clear sky
386,Sinnamary,5.3833,-52.95,76.86,87,100,9.55,GF,2021-03-14 22:46:13,overcast clouds
387,Salinas,36.6777,-121.6555,60.8,55,90,5.75,US,2021-03-14 22:44:42,overcast clouds
388,Walvis Bay,-22.9575,14.5053,64.4,82,21,3.44,NA,2021-03-14 22:46:13,few clouds
389,Clyde River,70.4692,-68.5914,-9.4,84,1,23.02,CA,2021-03-14 22:36:41,mist
390,Souillac,-20.5167,57.5167,77.0,94,75,9.6,MU,2021-03-14 22:35:47,broken clouds
391,Beloha,-25.1667,45.05,72.55,79,1,13.15,MG,2021-03-14 22:46:14,clear sky
392,Ovre Ardal,61.3167,7.8,21.11,79,42,3.83,NO,2021-03-14 22:46:15,scattered clouds
393,Puerto Escondido,15.85,-97.0667,84.2,70,40,5.75,MX,2021-03-14 22:36:35,scattered clouds
394,Antrim,54.6667,-6.25,46.4,81,40,11.5,GB,2021-03-14 22:46:15,scattered clouds
395,Douentza,14.9951,-2.9517,75.4,21,9,6.06,ML,2021-03-14 22:36:26,clear sky
396,Berlevag,70.8578,29.0864,26.6,86,90,3.44,NO,2021-03-14 22:38:17,light snow
397,Brae,60.3964,-1.353,42.8,81,90,18.41,GB,2021-03-14 22:46:16,overcast clouds
398,Wadi Maliz,36.4681,8.5495,53.6,82,40,4.61,TN,2021-03-14 22:46:17,scattered clouds
399,Oistins,13.0667,-59.5333,78.8,73,40,11.5,BB,2021-03-14 22:46:17,scattered clouds
400,Mondeville,49.175,-0.3224,46.4,87,90,17.27,FR,2021-03-14 22:46:18,light rain
401,Razdolnoye,43.55,131.9167,24.8,86,0,6.71,RU,2021-03-14 22:46:18,clear sky
402,Union De San Antonio,21.1,-101.9667,87.8,15,40,9.22,MX,2021-03-14 22:46:08,scattered clouds
403,Rio Grande,-32.035,-52.0986,69.26,69,1,9.17,BR,2021-03-14 22:46:18,clear sky
404,Nadym,65.5333,72.5167,12.02,95,97,7.56,RU,2021-03-14 22:46:19,overcast clouds
405,College Station,30.628,-96.3344,61.0,72,90,4.61,US,2021-03-14 22:42:25,overcast clouds
406,Nemuro,43.3236,145.575,33.6,88,100,26.06,JP,2021-03-14 22:37:04,light rain
407,Nuuk,64.1835,-51.7216,21.2,73,90,13.8,GL,2021-03-14 22:38:02,overcast clouds
408,Mogadishu,2.0371,45.3438,79.72,83,100,10.16,SO,2021-03-14 22:43:01,overcast clouds
409,Guasdualito,7.2424,-70.7324,87.8,55,47,2.3,VE,2021-03-14 22:46:21,scattered clouds
410,Kochubey,44.3861,46.5825,36.99,88,96,18.16,RU,2021-03-14 22:46:21,overcast clouds
411,Kuala Lipis,4.1842,102.0468,71.35,95,37,0.98,MY,2021-03-14 22:33:20,scattered clouds
412,Luquillo,18.3725,-65.7166,78.8,69,20,10.36,PR,2021-03-14 22:46:22,few clouds
413,Valle De Allende,26.9333,-105.4,76.42,4,14,8.48,MX,2021-03-14 22:46:22,few clouds
414,Plouzane,48.3833,-4.6167,50.0,87,90,12.66,FR,2021-03-14 22:46:22,overcast clouds
415,Sobolevo,54.4299,31.8996,34.68,98,100,11.92,RU,2021-03-14 22:38:05,light snow
416,Nantucket,41.2835,-70.0995,33.8,86,75,17.27,US,2021-03-14 22:46:09,broken clouds
417,Asau,46.4333,26.4,43.0,54,100,3.13,RO,2021-03-14 22:38:20,light rain
418,Quatre Cocos,-20.2078,57.7625,77.0,94,75,10.22,MU,2021-03-14 22:46:23,light rain
419,Vardo,70.3705,31.1107,24.8,93,75,8.05,NO,2021-03-14 22:38:08,light snow
420,La Romana,18.4273,-68.9728,80.6,69,20,6.91,DO,2021-03-14 22:46:24,few clouds
421,Camacha,33.0833,-16.3333,60.8,72,40,11.5,PT,2021-03-14 22:38:20,scattered clouds
422,Bacolod,10.6667,122.95,79.23,81,67,2.37,PH,2021-03-14 22:46:25,broken clouds
423,Mount Isa,-20.7333,139.5,71.6,73,90,11.5,AU,2021-03-14 22:43:12,overcast clouds
424,La Ronge,55.1001,-105.2842,50.0,40,31,13.8,CA,2021-03-14 22:36:48,scattered clouds
425,Sao Joao Da Barra,-21.6403,-41.0511,76.71,85,32,12.17,BR,2021-03-14 22:46:25,scattered clouds
426,Neuquen,-38.9516,-68.0591,82.4,39,0,10.36,AR,2021-03-14 22:46:26,clear sky
427,Coolum Beach,-26.5333,153.1,79.0,86,91,5.01,AU,2021-03-14 22:46:26,light rain
428,Burns Lake,54.2331,-125.7533,30.2,37,100,13.8,CA,2021-03-14 22:45:10,overcast clouds
429,Guatire,10.4762,-66.5427,68.0,87,72,4.0,VE,2021-03-14 22:46:27,broken clouds
430,Rio Gallegos,-51.6226,-69.2181,60.8,59,75,8.05,AR,2021-03-14 22:38:09,broken clouds
431,Ferrol,43.4832,-8.2369,52.0,100,0,1.14,ES,2021-03-14 22:46:27,clear sky
432,Natal,-5.795,-35.2094,82.4,69,0,13.8,BR,2021-03-14 22:44:21,clear sky
433,Lagoa,39.05,-27.9833,59.74,91,24,14.03,PT,2021-03-14 22:38:31,few clouds
434,Balkhash,46.844,74.9804,13.96,69,52,8.12,KZ,2021-03-14 22:46:28,broken clouds
435,Gat,31.61,34.7642,57.0,100,100,1.99,IL,2021-03-14 22:37:01,overcast clouds
436,Sao Felix Do Xingu,-6.6447,-51.995,73.74,96,91,0.69,BR,2021-03-14 22:46:29,overcast clouds
437,Road Town,18.4167,-64.6167,78.8,73,40,8.05,VG,2021-03-14 22:46:29,scattered clouds
438,Awjilah,29.1081,21.2869,57.38,58,0,8.59,LY,2021-03-14 22:46:30,clear sky
439,Ballina,-28.8667,153.5667,66.2,100,90,12.66,AU,2021-03-14 22:46:18,overcast clouds
440,Portland,45.5234,-122.6762,51.01,76,90,9.22,US,2021-03-14 22:46:02,overcast clouds
441,Takhtamygda,54.1,123.5667,18.3,81,100,22.35,RU,2021-03-14 22:46:31,light snow
442,Trapani,37.8333,12.6667,57.99,71,20,18.41,IT,2021-03-14 22:46:31,few clouds
443,Marsh Harbour,26.5412,-77.0636,72.77,60,0,4.97,BS,2021-03-14 22:35:27,clear sky
444,Hamamatsu,34.7,137.7333,51.01,48,0,8.01,JP,2021-03-14 22:46:32,clear sky
445,Saldanha,-33.0117,17.9442,64.35,90,50,17.52,ZA,2021-03-14 22:46:32,scattered clouds
446,Morant Bay,17.8815,-76.4093,82.4,69,40,17.27,JM,2021-03-14 22:46:33,scattered clouds
447,Mareeba,-17.0,145.4333,82.0,83,90,9.22,AU,2021-03-14 22:36:34,overcast clouds
448,Teshie,5.5836,-0.1072,80.6,83,0,3.44,GH,2021-03-14 22:46:33,clear sky
449,Halifax,44.6453,-63.5724,26.01,58,100,3.0,CA,2021-03-14 22:46:34,overcast clouds
450,Macusani,-14.0833,-70.4333,38.19,87,99,7.31,PE,2021-03-14 22:46:34,overcast clouds
451,Pangody,65.85,74.4859,6.22,91,98,6.44,RU,2021-03-14 22:46:35,overcast clouds
452,Ordynskoye,54.3656,81.8994,0.79,96,100,6.26,RU,2021-03-14 22:46:35,overcast clouds
453,Bardiyah,31.7561,25.0865,55.29,79,36,3.87,LY,2021-03-14 22:46:36,scattered clouds
454,Macultepec,18.1667,-92.8333,91.4,46,1,11.5,MX,2021-03-14 22:46:36,clear sky
455,Ayan,56.45,138.1667,21.15,93,100,10.09,RU,2021-03-14 22:46:37,overcast clouds
456,Obidos,-1.9175,-55.5181,76.95,85,72,1.45,BR,2021-03-14 22:46:37,broken clouds
457,Hutchinson,38.0608,-97.9298,64.4,34,1,16.11,US,2021-03-14 22:45:32,clear sky
458,Camana,-16.6228,-72.7111,73.94,77,58,5.84,PE,2021-03-14 22:46:37,broken clouds
459,Jiuquan,39.7432,98.5174,36.43,31,0,10.07,CN,2021-03-14 22:37:36,clear sky
460,Sandviken,60.6167,16.7667,33.01,82,90,0.76,SE,2021-03-14 22:46:38,overcast clouds
461,Galveston,29.3669,-94.9669,71.01,83,90,17.27,US,2021-03-14 22:42:49,haze
462,Anchorage,61.2181,-149.9003,21.99,57,90,5.75,US,2021-03-14 22:41:48,overcast clouds
463,Kruisfontein,-34.0033,24.7314,68.0,97,100,9.69,ZA,2021-03-14 22:46:39,overcast clouds
464,Nabire,-3.3667,135.4833,79.63,79,26,2.91,ID,2021-03-14 22:46:25,scattered clouds
465,Port-Cartier,50.0334,-66.8654,14.0,29,75,13.8,CA,2021-03-14 22:46:39,broken clouds
466,Boyolangu,-8.1181,111.8935,74.3,90,89,1.74,ID,2021-03-14 22:46:40,overcast clouds
467,Cabra,37.4725,-4.4421,46.4,81,0,1.14,ES,2021-03-14 22:46:41,clear sky
468,Mawlaik,23.6333,94.4167,62.2,58,0,1.36,MM,2021-03-14 22:46:41,clear sky
469,Alamosa,37.4695,-105.87,30.2,93,90,6.91,US,2021-03-14 22:46:42,light snow
470,Bakel,14.905,-12.4568,82.74,13,29,10.42,SN,2021-03-14 22:46:42,scattered clouds
471,Kindersley,51.4668,-109.1682,42.8,65,20,21.85,CA,2021-03-14 22:46:43,few clouds
472,Usinsk,65.9939,57.5281,20.68,94,100,18.7,RU,2021-03-14 22:37:52,light snow
473,Tanout,14.9709,8.8879,81.3,11,0,8.7,NE,2021-03-14 22:46:43,clear sky
474,Gwadar,25.1216,62.3254,71.11,90,9,4.07,PK,2021-03-14 22:46:44,clear sky
475,Mount Gambier,-37.8333,140.7667,59.0,94,90,6.91,AU,2021-03-14 22:36:48,overcast clouds
476,Trincomalee,8.5711,81.2335,80.82,67,0,7.27,LK,2021-03-14 22:46:44,clear sky
477,Sosnovo-Ozerskoye,52.5249,111.5418,-3.5,84,0,13.29,RU,2021-03-14 22:46:45,clear sky
478,Praia,14.9215,-23.5087,69.8,35,0,11.5,CV,2021-03-14 22:46:45,clear sky
479,Kodinsk,58.6881,99.1844,-3.41,98,62,4.56,RU,2021-03-14 22:46:45,broken clouds
480,Urumqi,43.801,87.6005,30.2,74,75,4.47,CN,2021-03-14 22:44:03,broken clouds
481,Zambezi,-13.5432,23.1047,64.29,96,12,3.2,ZM,2021-03-14 22:46:46,few clouds
482,Athenree,-37.4667,175.9167,73.0,94,67,4.0,NZ,2021-03-14 22:46:46,light rain
483,Ushumun,52.7833,126.5333,34.12,97,100,18.59,RU,2021-03-14 22:46:47,moderate rain
484,Thinadhoo,0.5333,72.9333,83.48,69,96,4.56,MV,2021-03-14 22:46:47,overcast clouds
485,Nioro,13.35,-15.75,74.39,29,18,6.29,GM,2021-03-14 22:46:48,few clouds
486,Chihuahua,28.5,-106.0,78.01,3,1,12.66,MX,2021-03-14 22:46:48,clear sky
487,Mecca,21.4267,39.8261,76.86,54,1,1.36,SA,2021-03-14 22:46:48,clear sky
488,Sale,34.0389,-6.8166,54.0,100,100,3.89,MA,2021-03-14 22:46:49,overcast clouds
489,Port Hedland,-20.3167,118.5667,78.8,65,97,11.5,AU,2021-03-14 22:37:51,overcast clouds
490,Panguna,-6.3164,155.4848,79.84,64,92,1.88,PG,2021-03-14 22:46:49,overcast clouds
491,Devils Lake,48.1128,-98.8651,43.0,31,1,12.66,US,2021-03-14 22:45:29,clear sky
492,Teguldet,57.3064,88.1667,-1.46,98,100,4.21,RU,2021-03-14 22:46:45,overcast clouds
493,Codrington,-38.2667,141.9667,59.27,82,99,9.1,AU,2021-03-14 22:46:50,overcast clouds
494,Yumen,40.2833,97.2,37.24,31,12,29.66,CN,2021-03-14 22:37:47,few clouds
495,Shingu,33.7333,135.9833,49.15,61,0,4.81,JP,2021-03-14 22:46:51,clear sky
496,At-Bashi,41.1702,75.8106,21.47,94,100,2.35,KG,2021-03-14 22:46:51,light snow
497,Saint-Pierre,-21.3393,55.4781,78.8,78,0,16.11,RE,2021-03-14 22:46:51,clear sky
498,Shirokiy,49.758,129.523,33.49,78,75,22.06,RU,2021-03-14 22:38:33,broken clouds
499,Gorey,52.6747,-6.2925,48.0,87,100,4.0,IE,2021-03-14 22:46:52,overcast clouds
500,Karema,-6.8205,30.4389,71.1,83,20,3.15,TZ,2021-03-14 22:46:52,few clouds
501,Luocheng,29.3848,104.0286,60.55,82,94,1.77,CN,2021-03-14 22:46:53,overcast clouds
502,Dalbandin,28.8947,64.4101,61.38,21,10,3.87,PK,2021-03-14 22:46:53,clear sky
503,Chalchihuites,23.4833,-103.8833,72.93,9,29,22.26,MX,2021-03-14 22:46:54,scattered clouds
504,Champerico,14.3,-91.9167,86.0,70,75,16.11,GT,2021-03-14 22:46:54,broken clouds
505,Bouca,6.5105,18.2733,80.65,53,98,3.42,CF,2021-03-14 22:46:54,overcast clouds
506,Scottsbluff,41.8666,-103.6672,33.21,96,100,24.83,US,2021-03-14 22:46:55,snow
507,Arrifes,37.7667,-25.7,60.8,100,75,10.36,PT,2021-03-14 22:46:55,broken clouds
508,Lodja,-3.4833,23.4333,73.31,80,89,1.54,CD,2021-03-14 22:46:56,overcast clouds
509,Dagupan,17.7061,121.5047,73.06,90,91,3.11,PH,2021-03-14 22:46:56,overcast clouds
510,Amazar,53.858,120.875,15.82,78,100,20.33,RU,2021-03-14 22:37:26,light snow
511,Omboue,-1.5746,9.2618,77.72,90,100,3.65,GA,2021-03-14 22:46:57,heavy intensity rain
512,Myaundzha,63.0494,147.1858,-13.81,94,51,1.66,RU,2021-03-14 22:46:57,broken clouds
513,Raga,8.4596,25.678,73.11,72,100,5.5,SS,2021-03-14 22:46:58,overcast clouds
514,Atambua,-9.1061,124.8925,75.65,84,100,0.34,ID,2021-03-14 22:46:58,overcast clouds
515,Mangrol,21.1167,70.1167,74.19,55,53,14.16,IN,2021-03-14 22:46:58,broken clouds
516,Uyuni,-20.4597,-66.825,58.15,44,90,6.13,BO,2021-03-14 22:46:59,overcast clouds
517,Ilulissat,69.2167,-51.1,10.4,61,90,4.61,GL,2021-03-14 22:47:00,overcast clouds
518,Concepcion Del Oro,24.6333,-101.4167,78.49,5,9,18.1,MX,2021-03-14 22:43:03,clear sky
519,Bonthe,7.5264,-12.505,78.64,82,99,7.61,SL,2021-03-14 22:47:00,overcast clouds
520,Ribas Do Rio Pardo,-20.4431,-53.7592,78.98,56,73,5.28,BR,2021-03-14 22:47:00,broken clouds
521,Raudeberg,61.9875,5.1352,39.0,79,4,18.34,NO,2021-03-14 22:38:26,clear sky
522,Dhemaji,27.4833,94.5833,68.2,67,44,5.55,IN,2021-03-14 22:47:01,scattered clouds
523,Zachepylivka,49.1939,35.2394,36.68,74,100,11.32,UA,2021-03-14 22:47:02,overcast clouds
524,Kungsbacka,57.4872,12.0761,39.99,93,90,11.5,SE,2021-03-14 22:47:02,light intensity drizzle
